,bbrefID,Date,G,Age,Team,is_away,Opp,win_loss,goals,assists,pts,plus_minus,pim,g_ev,g_pp,g_sh,g_gw,a_ev,a_pp,a_sh,shots,shooting_pct,shifts,toi,hits,blocks,fow,fol,fo_pct
2,crosbsi01,2017-10-07,3,30-061,PIT,,NSH,W,0,2,2,2,4,0,0,0,0,2,0,0,1,0.0,25,17:38,1,0,10,10,50.0
0,kuhnhto01,2017-10-04,1,25-256,PIT,,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,13:05,5,0,0,0,
1,kuhnhto01,2017-10-05,2,25-257,PIT,@,CHI,L,0,0,0,-1,2,0,0,0,0,0,0,0,0,,23,15:45,2,1,0,0,
2,kuhnhto01,2017-10-07,3,25-259,PIT,,NSH,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,17,10:33,2,0,0,1,0.0
0,virtaja01,2017-10-07,1,21-051,VAN,,EDM,W,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,7:34,1,0,0,0,
0,hertlto01,2017-10-04,1,23-326,SJS,,PHI,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,16:07,2,0,7,11,38.9
1,hertlto01,2017-10-07,2,23-329,SJS,,LAK,L,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,28,17:47,1,1,10,8,55.6
0,hannima01,2017-10-06,1,24-194,CBJ,,NYI,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,11:26,2,1,0,0,
1,hannima01,2017-10-07,2,24-195,CBJ,@,CHI,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,9:45,2,0,0,0,
0,patrino01,2017-10-04,1,19-015,PHI,@,SJS,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,13:30,0,1,5,4,55.6
1,patrino01,2017-10-05,2,19-016,PHI,@,LAK,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,14:20,0,1,2,6,25.0
2,patrino01,2017-10-07,3,19-018,PHI,@,ANA,W,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,18,13:49,0,0,6,2,75.0
0,kerfoal01,2017-10-05,1,23-055,COL,@,NYR,W,0,1,1,2,0,0,0,0,0,1,0,0,0,,16,12:06,0,0,1,1,50.0
1,kerfoal01,2017-10-07,2,23-057,COL,@,NJD,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,15:11,0,0,0,0,
0,lindbos02,2017-10-06,1,25-342,VEG,@,DAL,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,19,12:55,0,0,4,4,50.0
1,lindbos02,2017-10-07,2,25-343,VEG,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,13:02,2,1,7,3,70.0
0,danoma01,2017-10-04,1,22-308,WPG,,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,14,8:06,0,,,,
0,borgman01,2017-10-04,1,22-108,TOR,@,WPG,W,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,29,16:34,1,1,0,0,
0,forsbfi01,2017-10-05,1,23-053,NSH,@,BOS,L,1,0,1,0,0,0,1,0,0,0,0,0,3,33.3,31,19:35,1,0,1,0,100.0
1,forsbfi01,2017-10-07,2,23-055,NSH,@,PIT,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,18:12,0,0,0,0,
0,cullema01,2017-10-05,1,40-337,MIN,@,DET,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,12:53,0,0,6,6,50.0
1,cullema01,2017-10-07,2,40-339,MIN,@,CAR,L-SO,0,0,0,0,2,0,0,0,0,0,0,0,0,,21,13:10,0,1,7,6,53.8
0,stepade01,2017-10-05,1,27-109,ARI,@,ANA,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,27,19:07,0,1,6,12,33.3
1,stepade01,2017-10-07,2,27-111,ARI,,VEG,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,29,23:45,0,2,11,11,50.0
0,stromry01,2017-10-04,1,24-085,EDM,,CGY,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,16:02,1,0,7,7,50.0
1,stromry01,2017-10-07,2,24-088,EDM,@,VAN,L,0,0,0,-1,5,0,0,0,0,0,0,0,0,,16,10:01,2,0,5,4,55.6
0,upshasc01,2017-10-04,1,33-362,STL,@,PIT,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,13,10:09,4,0,0,1,0.0
1,upshasc01,2017-10-07,2,34-000,STL,,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,12:22,2,0,0,1,0.0
0,severda01,2017-10-07,1,23-061,NJD,,COL,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,26,22:12,4,1,0,0,
0,richabr02,2017-10-05,1,32-243,ARI,@,ANA,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,12:28,1,1,5,6,45.5
1,richabr02,2017-10-07,2,32-245,ARI,,VEG,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,12:23,1,0,4,7,36.4
0,vermean01,2017-10-05,1,35-077,ANA,,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,16:41,1,0,17,7,70.8
1,vermean01,2017-10-07,2,35-079,ANA,,PHI,L-OT,1,0,1,-1,4,1,0,0,0,0,0,0,2,50.0,27,16:14,1,1,13,8,61.9
0,pakarii01,2017-10-07,1,26-043,EDM,@,VAN,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,6:08,0,0,0,0,
0,broditj01,2017-10-04,1,27-119,CGY,@,EDM,L,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,28,23:49,0,3,0,0,
1,broditj01,2017-10-07,2,27-122,CGY,,WPG,W,2,2,4,1,0,1,1,0,0,2,0,0,5,40.0,30,25:49,0,2,0,0,
0,bailejo01,2017-10-06,1,28-004,NYI,@,CBJ,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,16:28,0,1,0,2,0.0
1,bailejo01,2017-10-07,2,28-005,NYI,,BUF,W,1,1,2,1,0,1,0,0,1,1,0,0,1,100.0,18,16:00,1,0,1,4,20.0
0,pageaje01,2017-10-05,1,24-328,OTT,,WSH,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,17:45,1,2,6,1,85.7
1,pageaje01,2017-10-07,2,24-330,OTT,,DET,L-SO,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,21,15:45,2,1,9,5,64.3
0,kempnmi01,2017-10-05,1,27-027,CHI,,PIT,W,0,1,1,3,0,0,0,0,0,1,0,0,2,0.0,25,15:31,0,1,0,0,
1,kempnmi01,2017-10-07,2,27-029,CHI,,CBJ,W,0,0,0,-1,2,0,0,0,0,0,0,0,0,,26,16:38,1,1,0,0,
0,mcginbr01,2017-10-07,1,23-247,CAR,,MIN,W,0,1,1,-1,0,0,0,0,0,1,0,0,0,,17,9:56,1,0,2,1,66.7
0,olofsgu01,2017-10-07,1,22-310,MIN,@,CAR,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,4:58,2,0,0,0,
0,williju01,2017-10-07,1,36-003,CAR,,MIN,W,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,23,17:56,0,,,,
0,rowneca01,2017-10-04,1,28-147,PIT,,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,8:04,5,0,6,4,60.0
1,rowneca01,2017-10-05,2,28-148,PIT,@,CHI,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,25,13:57,3,1,6,11,35.3
2,rowneca01,2017-10-07,3,28-150,PIT,,NSH,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,22,14:00,1,2,5,4,55.6
0,ritchni01,2017-10-05,1,21-304,ANA,,ARI,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,17,11:59,3,1,1,1,50.0
0,perryco01,2017-10-05,1,32-142,ANA,,ARI,W,2,1,3,3,2,2,0,0,0,1,0,0,4,50.0,24,19:28,1,1,0,0,
1,perryco01,2017-10-07,2,32-144,ANA,,PHI,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,20:14,2,0,0,0,
0,garrija01,2017-10-06,1,32-327,VEG,@,DAL,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,25,21:36,1,6,0,0,
1,garrija01,2017-10-07,2,32-328,VEG,@,ARI,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,24,19:57,1,6,0,0,
0,bollja01,2017-10-05,1,31-145,ANA,,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,5:10,1,0,0,0,
1,bollja01,2017-10-07,2,31-147,ANA,,PHI,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,9,5:32,0,0,0,0,
0,giordma01,2017-10-04,1,34-001,CGY,@,EDM,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,29,22:37,1,3,0,0,
1,giordma01,2017-10-07,2,34-004,CGY,,WPG,W,0,1,1,1,4,0,0,0,0,0,1,0,2,0.0,30,22:32,1,0,0,0,
0,zuccama01,2017-10-05,1,30-034,NYR,,COL,L,0,1,1,-2,0,0,0,0,0,0,1,0,0,,20,17:43,1,0,0,0,
1,zuccama01,2017-10-07,2,30-036,NYR,@,TOR,L,1,3,4,0,2,1,0,0,0,1,2,0,2,50.0,27,17:26,1,0,2,3,40.0
2,zuccama01,2017-10-08,3,30-037,NYR,,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,22:00,3,1,0,0,
0,dotchja01,2017-10-07,1,23-197,TBL,@,FLA,L,0,0,0,-2,5,0,0,0,0,0,0,0,2,0.0,21,13:25,1,0,0,0,
0,dumbama01,2017-10-05,1,23-072,MIN,@,DET,L,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,27,19:39,2,0,0,0,
1,dumbama01,2017-10-07,2,23-074,MIN,@,CAR,L-SO,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,26,20:29,2,0,0,0,
0,gostish01,2017-10-04,1,24-167,PHI,@,SJS,W,0,3,3,0,0,0,0,0,0,0,3,0,1,0.0,29,18:12,0,0,0,0,
1,gostish01,2017-10-05,2,24-168,PHI,@,LAK,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,23:03,0,0,0,0,
2,gostish01,2017-10-07,3,24-170,PHI,@,ANA,W,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,27,22:54,0,0,0,0,
0,lowryad01,2017-10-04,1,24-189,WPG,,TOR,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,27,20:27,3,0,5,10,33.3
1,lowryad01,2017-10-07,2,24-192,WPG,@,CGY,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,17:21,2,1,11,9,55.0
0,milleco02,2017-10-06,1,24-342,VEG,@,DAL,W,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,21,16:50,1,0,0,0,
1,milleco02,2017-10-07,2,24-343,VEG,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:40,1,0,0,0,
0,komarle01,2017-10-04,1,30-254,TOR,@,WPG,W,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,26,15:49,2,1,4,2,66.7
1,komarle01,2017-10-07,2,30-257,TOR,,NYR,W,1,1,2,1,0,0,1,0,0,0,1,0,3,33.3,23,14:16,4,0,3,0,100.0
0,frolimi01,2017-10-04,1,29-229,CGY,@,EDM,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,17:54,3,0,0,1,0.0
1,frolimi01,2017-10-07,2,29-232,CGY,,WPG,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,17:26,0,0,3,1,75.0
0,mcginja01,2017-10-06,1,29-062,FLA,@,TBL,L,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,22,16:21,0,0,0,0,
1,mcginja01,2017-10-07,2,29-063,FLA,,TBL,W,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,20,13:38,1,0,0,0,
0,carrico01,2017-10-04,1,23-174,TOR,@,WPG,W,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,23,15:27,0,0,0,0,
1,carrico01,2017-10-07,2,23-177,TOR,,NYR,W,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,21,14:37,0,0,0,0,
0,coutuse01,2017-10-04,1,24-301,PHI,@,SJS,W,0,1,1,2,0,0,0,0,0,1,0,0,6,0.0,27,19:02,4,0,9,9,50.0
1,coutuse01,2017-10-05,2,24-302,PHI,@,LAK,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,27,20:37,2,0,6,6,50.0
2,coutuse01,2017-10-07,3,24-304,PHI,@,ANA,W,1,1,2,3,0,1,0,0,0,1,0,0,2,50.0,27,19:15,1,0,6,8,42.9
0,vanekth01,2017-10-07,1,33-261,VAN,,EDM,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,19,13:18,0,0,0,0,
0,ekholma01,2017-10-05,1,27-134,NSH,@,BOS,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,33,23:05,0,2,0,0,
1,ekholma01,2017-10-07,2,27-136,NSH,@,PIT,L,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,28,23:05,4,2,0,0,
0,ovechal01,2017-10-05,1,32-018,WSH,@,OTT,W,3,0,3,3,0,3,0,0,0,0,0,0,6,50.0,22,19:11,2,1,0,0,
1,ovechal01,2017-10-07,2,32-020,WSH,,MTL,W,4,0,4,3,0,3,1,0,0,0,0,0,8,50.0,20,17:44,0,0,1,0,100.0
0,nashri01,2017-10-05,1,33-111,NYR,,COL,L,0,0,0,-1,2,0,0,0,0,0,0,0,4,0.0,22,15:23,2,0,0,0,
1,nashri01,2017-10-07,2,33-113,NYR,@,TOR,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,30,15:24,1,1,0,1,0.0
2,nashri01,2017-10-08,3,33-114,NYR,,MTL,W,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,26,17:44,1,0,0,1,0.0
0,boychjo01,2017-10-06,1,33-260,NYI,@,CBJ,L,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,24,20:45,4,2,0,0,
1,boychjo01,2017-10-07,2,33-261,NYI,,BUF,W,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,26,22:59,2,3,0,0,
0,girgeze01,2017-10-05,1,23-273,BUF,,MTL,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,18,12:24,0,0,0,2,0.0
1,girgeze01,2017-10-07,2,23-275,BUF,@,NYI,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,9:44,1,0,1,1,50.0
0,sheahri01,2017-10-05,1,25-302,DET,,MIN,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,12,9:25,1,1,2,5,28.6
1,sheahri01,2017-10-07,2,25-304,DET,@,OTT,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,9:20,0,1,0,1,0.0
0,keithdu01,2017-10-05,1,34-081,CHI,,PIT,W,0,1,1,3,0,0,0,0,0,1,0,0,4,0.0,31,23:11,1,1,0,0,
1,keithdu01,2017-10-07,2,34-083,CHI,,CBJ,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,31,23:02,0,2,0,0,
0,demerja01,2017-10-05,1,29-118,ARI,@,ANA,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,21:52,0,,,,
1,demerja01,2017-10-07,2,29-120,ARI,,VEG,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,29,24:28,0,3,0,0,
0,harpube01,2017-10-07,1,22-268,OTT,,DET,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,5:29,0,0,0,0,
0,haleymi01,2017-10-06,1,31-190,FLA,@,TBL,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,8:02,3,0,0,0,
1,haleymi01,2017-10-07,2,31-191,FLA,,TBL,W,0,1,1,0,5,0,0,0,0,1,0,0,3,0.0,10,5:03,2,0,0,0,
0,greenmi03,2017-10-05,1,31-358,DET,,MIN,W,0,4,4,1,2,0,0,0,0,2,2,0,0,,30,23:41,0,1,0,0,
1,greenmi03,2017-10-07,2,31-360,DET,@,OTT,W,0,0,0,-1,2,0,0,0,0,0,0,0,0,,28,21:54,3,1,0,0,
0,brownjt01,2017-10-07,1,27-097,TBL,@,FLA,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,6:06,2,1,0,0,
0,letankr01,2017-10-04,1,30-163,PIT,,STL,L-OT,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,28,26:05,1,1,0,0,
1,letankr01,2017-10-05,2,30-164,PIT,@,CHI,L,0,0,0,-5,2,0,0,0,0,0,0,0,5,0.0,30,23:43,2,1,0,0,
2,letankr01,2017-10-07,3,30-166,PIT,,NSH,W,0,0,0,2,0,0,0,0,0,0,0,0,5,0.0,33,25:59,1,3,0,0,
0,bellepi01,2017-10-06,1,32-214,VEG,@,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,9:02,0,0,3,3,50.0
1,bellepi01,2017-10-07,2,32-215,VEG,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,10:56,0,0,7,2,77.8
0,pearsta01,2017-10-05,1,25-056,LAK,,PHI,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,16:44,2,0,2,0,100.0
1,pearsta01,2017-10-07,2,25-058,LAK,@,SJS,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,17:11,1,0,0,0,
0,kopitan01,2017-10-05,1,30-042,LAK,,PHI,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,29,23:35,2,1,7,14,33.3
1,kopitan01,2017-10-07,2,30-044,LAK,@,SJS,W,2,1,3,3,0,2,0,0,1,1,0,0,5,40.0,26,20:01,0,1,12,10,54.5
0,kassiza01,2017-10-04,1,26-253,EDM,,CGY,W,0,0,0,0,5,0,0,0,0,0,0,0,3,0.0,21,16:49,1,0,0,0,
1,kassiza01,2017-10-07,2,26-256,EDM,@,VAN,L,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,21,15:35,2,0,0,0,
0,bennjo01,2017-10-05,1,30-071,MTL,@,BUF,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,26,17:27,1,0,0,0,
1,bennjo01,2017-10-07,2,30-073,MTL,@,WSH,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,19:42,1,2,0,0,
2,bennjo01,2017-10-08,3,30-074,MTL,@,NYR,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,25,17:35,0,2,0,0,
0,sedinda01,2017-10-07,1,37-011,VAN,,EDM,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,14:02,1,0,0,0,
0,foligni01,2017-10-06,1,29-340,CBJ,,NYI,W,0,1,1,2,0,0,0,0,0,1,0,0,0,,22,15:38,3,0,8,2,80.0
1,foligni01,2017-10-07,2,29-341,CBJ,@,CHI,L,0,1,1,0,0,0,0,0,0,1,0,0,0,,21,19:09,2,1,11,3,78.6
0,palmiky01,2017-10-07,1,26-248,NJD,,COL,W,0,2,2,-1,2,0,0,0,0,0,2,0,1,0.0,17,10:29,2,0,0,0,
0,slavija01,2017-10-07,1,23-159,CAR,,MIN,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,30,26:52,0,4,0,0,
0,biekske01,2017-10-05,1,36-111,ANA,,ARI,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,26,18:36,1,1,0,0,
1,biekske01,2017-10-07,2,36-113,ANA,,PHI,L-OT,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,19,16:50,0,0,0,0,
0,beaulna01,2017-10-05,1,24-304,BUF,,MTL,L-SO,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,29,23:29,1,3,0,0,
1,beaulna01,2017-10-07,2,24-306,BUF,@,NYI,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,20:36,2,0,0,0,
0,karlswi01,2017-10-06,1,24-271,VEG,@,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,16:35,0,1,2,2,50.0
1,karlswi01,2017-10-07,2,24-272,VEG,@,ARI,W,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,21,18:36,0,0,0,3,0.0
0,vatrafr01,2017-10-05,1,23-205,BOS,,NSH,W,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,13,7:08,1,0,0,0,
0,nessaa01,2017-10-05,1,27-140,WSH,@,OTT,W,0,0,0,2,4,0,0,0,0,0,0,0,0,,22,11:12,0,2,0,0,
1,nessaa01,2017-10-07,2,27-142,WSH,,MTL,W,0,1,1,2,0,0,0,0,0,1,0,0,0,,21,14:22,0,1,0,0,
0,audymjo01,2017-10-06,1,26-283,VEG,@,DAL,W,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,23,18:57,0,0,4,4,50.0
1,audymjo01,2017-10-07,2,26-284,VEG,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,19,18:38,1,0,6,2,75.0
0,cliffky01,2017-10-05,1,26-265,LAK,,PHI,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,17,8:56,0,0,0,0,
1,cliffky01,2017-10-07,2,26-267,LAK,@,SJS,W,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,19,12:11,1,1,0,0,
0,fanteos01,2017-10-05,1,25-363,LAK,,PHI,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,17:05,0,0,0,0,
1,fanteos01,2017-10-07,2,26-000,LAK,@,SJS,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,15:51,1,1,0,0,
0,rakelri01,2017-10-05,1,24-153,ANA,,ARI,W,1,2,3,3,2,1,0,0,1,2,0,0,3,33.3,24,21:44,2,0,7,8,46.7
1,rakelri01,2017-10-07,2,24-155,ANA,,PHI,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,21:07,2,0,7,6,53.8
0,winnida01,2017-10-05,1,32-213,MIN,@,DET,L,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,18,12:55,2,2,0,0,
1,winnida01,2017-10-07,2,32-215,MIN,@,CAR,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,15:20,1,2,0,0,
0,carlsga01,2017-10-06,1,20-277,CBJ,,NYI,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,22,17:00,2,3,0,0,
1,carlsga01,2017-10-07,2,20-278,CBJ,@,CHI,L,0,1,1,0,0,0,0,0,0,1,0,0,5,0.0,20,16:50,2,0,0,0,
0,schenbr01,2017-10-04,1,26-043,STL,@,PIT,W,1,1,2,1,2,1,0,0,0,1,0,0,4,25.0,26,16:46,4,1,8,7,53.3
1,schenbr01,2017-10-07,2,26-046,STL,,DAL,W,0,2,2,2,0,0,0,0,0,1,1,0,2,0.0,26,19:43,2,0,7,6,53.8
0,coglian01,2017-10-05,1,30-113,ANA,,ARI,W,1,2,3,3,0,1,0,0,0,2,0,0,3,33.3,25,18:06,0,1,0,3,0.0
1,coglian01,2017-10-07,2,30-115,ANA,,PHI,L-OT,0,0,0,0,2,0,0,0,0,0,0,0,0,,25,21:02,0,1,3,0,100.0
0,brattje01,2017-10-07,1,19-069,NJD,,COL,W,1,1,2,1,0,0,1,0,0,0,0,1,1,100.0,22,16:19,0,0,0,0,
0,calvema01,2017-10-06,1,27-286,CBJ,,NYI,W,0,0,0,1,5,0,0,0,0,0,0,0,4,0.0,19,14:56,0,0,0,0,
1,calvema01,2017-10-07,2,27-287,CBJ,@,CHI,L,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,16:07,0,0,0,0,
0,thorbch01,2017-10-04,1,34-123,STL,@,PIT,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,11,8:41,2,0,0,0,
1,thorbch01,2017-10-07,2,34-126,STL,,DAL,W,0,0,0,0,2,0,0,0,0,0,0,0,0,,12,7:13,3,0,0,0,
0,hanzama01,2017-10-06,1,30-228,DAL,,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,30,15:48,0,0,7,5,58.3
1,hanzama01,2017-10-07,2,30-229,DAL,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,10,8:14,0,2,3,1,75.0
0,domima01,2017-10-05,1,22-217,ARI,@,ANA,L,1,1,2,0,0,0,1,0,0,1,0,0,4,25.0,29,18:56,0,0,0,0,
1,domima01,2017-10-07,2,22-219,ARI,,VEG,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,28,21:25,1,1,0,0,
0,hedmavi01,2017-10-06,1,26-292,TBL,,FLA,W,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,27,24:01,1,1,0,0,
1,hedmavi01,2017-10-07,2,26-293,TBL,@,FLA,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,30,25:29,1,2,0,0,
0,nolanjo01,2017-10-05,1,28-104,BUF,,MTL,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,12:00,0,0,0,0,
0,landega01,2017-10-05,1,24-316,COL,@,NYR,W,1,0,1,1,2,1,0,0,0,0,0,0,5,20.0,26,19:59,5,1,1,2,33.3
1,landega01,2017-10-07,2,24-318,COL,@,NJD,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,18:50,3,0,1,3,25.0
0,fehrer01,2017-10-04,1,32-027,TOR,@,WPG,W,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,15:13,1,2,6,6,50.0
0,bennima01,2017-10-04,1,23-132,EDM,,CGY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,19:36,3,1,0,0,
1,bennima01,2017-10-07,2,23-135,EDM,@,VAN,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,23,14:00,1,0,0,0,
0,fialake01,2017-10-05,1,21-075,NSH,@,BOS,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,23,14:28,0,1,0,1,0.0
0,nelsobr01,2017-10-06,1,25-356,NYI,@,CBJ,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,13:20,0,0,7,6,53.8
1,nelsobr01,2017-10-07,2,25-357,NYI,,BUF,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,17,14:27,1,0,7,2,77.8
0,byronpa01,2017-10-05,1,28-161,MTL,@,BUF,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,13:35,1,1,0,2,0.0
1,byronpa01,2017-10-07,2,28-163,MTL,@,WSH,L,0,1,1,0,0,0,0,0,0,0,0,1,0,,19,10:42,3,0,0,2,0.0
2,byronpa01,2017-10-08,3,28-164,MTL,@,NYR,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,18,12:14,1,1,0,0,
0,schmani01,2017-10-05,1,21-224,CHI,,PIT,W,2,1,3,4,0,2,0,0,0,1,0,0,4,50.0,21,15:36,1,0,4,8,33.3
1,schmani01,2017-10-07,2,21-226,CHI,,CBJ,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,0:34,0,0,0,0,
0,hamhuda01,2017-10-06,1,34-297,DAL,,VEG,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,30,17:23,1,3,0,0,
1,hamhuda01,2017-10-07,2,34-298,DAL,@,STL,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,21,13:38,0,0,0,0,
0,coppan01,2017-10-04,1,23-088,WPG,,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,10:25,1,1,1,6,14.3
